idx,params_1,params_2,params_3,params_4,fitness_1,gen,train_params,archt_scores
100,5.0,8.0,20.0,47.0,7.0503,0.0,197301,1909.321932805804
101,4.0,6.0,14.0,12.0,7.4035,0.0,39457,1628.2634264577875
102,9.0,28.0,7.0,20.0,7.0596,0.0,328477,2498.7789769423835
103,7.0,15.0,14.0,27.0,6.5935,0.0,226246,2281.1719457220165
104,2.0,8.0,22.0,31.0,6.8906,0.0,129565,0.0
105,8.0,15.0,30.0,22.0,6.284,0.0,221811,2520.46014752296
106,2.0,20.0,8.0,45.0,6.6238,0.0,457341,1501.1577427087277
107,8.0,18.0,6.0,20.0,6.6746,0.0,196313,2380.5051553950066
108,6.0,28.0,26.0,10.0,6.3438,0.0,256849,2583.8720268919205
109,3.0,25.0,23.0,25.0,6.2948,0.0,353326,2234.4046199673467
110,2.0,7.0,30.0,6.0,6.8456,0.0,26805,0.0
111,4.0,28.0,12.0,4.0,6.6425,0.0,91137,2215.8467343973275
112,7.0,5.0,8.0,26.0,8.4825,0.0,67556,0.0
113,9.0,21.0,14.0,29.0,6.283,0.0,360542,2489.587155268264
114,8.0,30.0,23.0,46.0,6.4116,0.0,849861,2866.36191008943
115,4.0,18.0,7.0,24.0,6.6869,0.0,225877,1591.890715257435
116,4.0,13.0,23.0,50.0,6.9995,0.0,343694,2166.582509633898
117,3.0,18.0,11.0,23.0,6.8262,0.0,218603,1537.1748011029745
118,2.0,7.0,27.0,2.0,7.2172,0.0,12158,0.0
119,9.0,19.0,29.0,44.0,6.4213,0.0,513824,2838.1164388416973
120,4.0,8.0,20.0,26.0,6.894,0.0,111593,1434.796829564354
121,5.0,11.0,25.0,3.0,7.6436,0.0,34216,1952.9379541870487
122,4.0,24.0,9.0,7.0,6.787,0.0,104109,2022.8107761529561
123,4.0,19.0,17.0,24.0,6.4515,0.0,253428,2233.0510511562497
124,9.0,9.0,8.0,39.0,7.4399,0.0,182986,1806.6029023721046
125,8.0,9.0,23.0,26.0,6.7172,0.0,134774,2019.2814462004628
126,7.0,21.0,20.0,44.0,6.3198,0.0,524348,2671.9381029768037
127,6.0,20.0,20.0,41.0,6.6723,0.0,458941,2576.958459766009
128,4.0,22.0,24.0,15.0,6.5453,0.0,210797,2377.5379051712666
129,1.0,15.0,27.0,48.0,7.4156,0.0,369076,978.3361115163859
130,6.0,15.0,6.0,34.0,6.7485,0.0,264321,2152.802116092708
131,3.0,13.0,24.0,10.0,6.7982,0.0,79592,1615.1818460749605
132,7.0,23.0,14.0,46.0,6.552,0.0,580958,2508.00150753186
133,8.0,7.0,30.0,6.0,6.9034,0.0,35667,1911.7450239098066
134,9.0,6.0,7.0,15.0,7.2376,0.0,48211,0.0
135,3.0,6.0,14.0,1.0,7.8984,0.0,5727,0.0
136,8.0,15.0,10.0,10.0,6.6475,0.0,94071,2337.4933432868693
137,8.0,16.0,21.0,25.0,6.4463,0.0,244981,2457.4428322235144
138,9.0,21.0,6.0,37.0,6.5198,0.0,413118,2680.478678069707
139,2.0,26.0,30.0,34.0,6.5661,0.0,478613,2005.3220103323224
140,10.0,7.0,28.0,28.0,6.9414,0.0,114899,2777.0193330833786
141,4.0,14.0,22.0,39.0,6.6802,0.0,292933,1905.4397519056654
142,7.0,20.0,30.0,25.0,6.3503,0.0,334641,2600.0640644423256
143,10.0,23.0,12.0,2.0,6.45,0.0,85923,2769.1919501938737
144,1.0,28.0,10.0,20.0,7.8288,0.0,286029,0.0
145,9.0,23.0,13.0,22.0,6.3556,0.0,314644,2473.9543286770386
146,2.0,20.0,13.0,20.0,6.7303,0.0,210841,1083.020586164027
147,7.0,17.0,30.0,25.0,6.4995,0.0,275340,2326.6750601280814
148,1.0,10.0,25.0,9.0,8.1025,0.0,50191,0.0
149,4.0,14.0,28.0,22.0,6.6534,0.0,178801,1962.8911012698109
150,1.0,6.0,20.0,27.0,8.125,0.0,83947,0.0
151,3.0,20.0,24.0,46.0,6.4585,0.0,489781,2249.8720141363
152,2.0,26.0,27.0,10.0,6.4856,0.0,162545,1824.8790306719113
153,6.0,18.0,6.0,40.0,6.8015,0.0,372789,1419.34480527707
154,8.0,17.0,19.0,4.0,6.7725,0.0,79114,2493.0053320599604
155,2.0,20.0,29.0,10.0,6.6026,0.0,123441,1837.7752227389383
156,1.0,6.0,24.0,40.0,7.8554,0.0,123687,0.0
157,3.0,25.0,15.0,7.0,6.5779,0.0,113966,2109.0166483618987
158,9.0,25.0,16.0,13.0,6.3922,0.0,250986,2985.4268897836096
159,7.0,30.0,29.0,50.0,6.6577,0.0,925211,2836.765901254403
160,8.0,8.0,6.0,40.0,7.8198,0.0,164513,1775.473497366508
161,8.0,24.0,25.0,22.0,6.5827,0.0,377433,2562.154167842462
162,2.0,26.0,27.0,40.0,6.6095,0.0,553145,2098.846600273795
163,5.0,30.0,9.0,25.0,6.4762,0.0,413451,2362.81210433705
164,5.0,28.0,26.0,8.0,6.4596,0.0,208397,2599.311782921621
165,9.0,30.0,11.0,3.0,6.5436,0.0,131131,2795.5318108968086
166,7.0,19.0,16.0,49.0,6.6946,0.0,507350,2605.055934458642
167,4.0,19.0,16.0,41.0,6.6017,0.0,413805,1928.8463489579888
168,2.0,6.0,6.0,32.0,7.7197,0.0,97589,0.0
169,5.0,5.0,21.0,43.0,7.2097,0.0,112586,1528.1321994798036
170,10.0,23.0,11.0,15.0,6.4694,0.0,230462,2641.0714785184377
171,2.0,29.0,25.0,50.0,6.5437,0.0,761584,2078.368100311482
172,9.0,27.0,21.0,27.0,6.2924,0.0,499096,2895.2398984876572
173,9.0,14.0,8.0,10.0,6.8423,0.0,85111,2055.83467967137
174,7.0,23.0,18.0,6.0,6.3821,0.0,134694,2471.077594489148
175,2.0,18.0,7.0,7.0,6.9315,0.0,67965,0.0
176,7.0,29.0,9.0,47.0,6.6049,0.0,733278,2790.887063845078
177,1.0,30.0,19.0,28.0,7.2735,0.0,431991,1281.3840316486262
178,7.0,5.0,20.0,21.0,7.0939,0.0,57956,1800.8258090475315
179,5.0,7.0,16.0,5.0,7.1325,0.0,23012,1828.1883128281609
180,2.0,16.0,27.0,2.0,6.7678,0.0,31625,1394.3798617997404
181,6.0,16.0,10.0,1.0,6.8504,0.0,24117,1898.1614726167336
182,4.0,16.0,7.0,39.0,6.7931,0.0,320461,1794.3714029234652
183,3.0,11.0,5.0,14.0,7.2742,0.0,79624,0.0
184,2.0,28.0,5.0,19.0,6.7752,0.0,273157,738.3629384701738
185,6.0,27.0,5.0,39.0,7.1026,0.0,548368,2385.272520116726
186,4.0,9.0,10.0,30.0,6.9058,0.0,139867,1711.9316822735475
187,2.0,20.0,16.0,46.0,6.5364,0.0,473761,1746.408230987091
188,5.0,9.0,5.0,14.0,7.9322,0.0,65846,1146.5740582910394
189,6.0,15.0,20.0,19.0,6.6917,0.0,171471,2249.5488313208584
190,5.0,22.0,25.0,21.0,6.4038,0.0,290931,2408.2471373504577
191,3.0,23.0,7.0,7.0,6.7448,0.0,91336,1611.2161960766925
192,9.0,23.0,14.0,11.0,6.5636,0.0,192616,2795.645196943111
193,7.0,9.0,9.0,15.0,7.3417,0.0,73858,1774.6901902942523
194,6.0,21.0,12.0,16.0,6.4018,0.0,199947,2304.4346452513623
195,3.0,14.0,16.0,27.0,6.7189,0.0,200335,1659.7309348094366
196,1.0,9.0,24.0,2.0,9.9452,0.0,13370,0.0
197,7.0,7.0,27.0,5.0,6.9207,0.0,29368,1725.9401616269174
198,3.0,18.0,14.0,36.0,6.7539,0.0,338887,1931.0625118476933
199,7.0,28.0,9.0,38.0,6.5258,0.0,580333,2644.0973211502424
