idx,params_1,params_2,params_3,params_4,fitness_1,gen,train_params,archt_scores
67,6.0,10.0,12.0,15.0,6.9453,0.0,83761,3701.678206685845
68,8.0,17.0,27.0,44.0,6.5336,0.0,438818,4873.99448293771
69,10.0,18.0,6.0,26.0,6.7509,0.0,254357,3685.218929893194
70,10.0,18.0,29.0,43.0,6.4479,0.0,483045,5107.21094192587
71,1.0,10.0,19.0,5.0,9.1107,0.0,28911,0.0
72,5.0,27.0,10.0,29.0,7.0782,0.0,426776,4507.963150573867
73,9.0,20.0,22.0,39.0,6.4338,0.0,470161,5368.377956071214
74,1.0,6.0,20.0,21.0,8.3723,0.0,65827,0.0
75,5.0,19.0,6.0,27.0,6.8456,0.0,268080,3292.2683000717007
76,4.0,22.0,25.0,6.0,6.6385,0.0,113509,4494.51999878123
77,3.0,5.0,17.0,44.0,7.4559,0.0,113446,0.0
78,7.0,15.0,5.0,14.0,7.0415,0.0,113636,0.0
79,1.0,27.0,29.0,1.0,8.4853,0.0,29208,0.0
80,9.0,24.0,8.0,13.0,6.6575,0.0,197181,4909.5676798497025
81,2.0,24.0,25.0,13.0,6.6061,0.0,182709,2895.631696401605
82,5.0,13.0,27.0,12.0,6.5827,0.0,103578,0.0
83,2.0,20.0,17.0,41.0,6.5394,0.0,424461,0.0
84,2.0,5.0,13.0,29.0,7.6281,0.0,74716,0.0
85,2.0,13.0,9.0,42.0,6.9126,0.0,277728,-809.5266959764775
86,9.0,25.0,25.0,23.0,6.3307,0.0,425686,5469.700372936533
87,2.0,9.0,13.0,2.0,7.0657,0.0,12452,0.0
88,1.0,6.0,11.0,44.0,8.688,0.0,134207,0.0
89,5.0,22.0,15.0,24.0,6.9334,0.0,300231,4289.818189008433
90,10.0,6.0,28.0,45.0,7.1876,0.0,148393,4631.174093432799
91,10.0,25.0,20.0,46.0,6.388,0.0,698671,5720.887691092984
92,8.0,25.0,18.0,24.0,6.4767,0.0,388431,5265.396800926667
93,9.0,10.0,11.0,25.0,7.1589,0.0,136591,4493.713593639713
94,10.0,14.0,5.0,9.0,7.4436,0.0,73541,3624.458606856509
95,3.0,13.0,15.0,22.0,6.7611,0.0,152450,0.0
96,6.0,27.0,7.0,22.0,6.8734,0.0,326898,4733.274878281032
97,10.0,6.0,6.0,18.0,7.5263,0.0,57085,0.0
98,3.0,9.0,23.0,19.0,6.7589,0.0,93774,0.0
99,6.0,17.0,22.0,9.0,6.758,0.0,116053,4350.524659004259
100,5.0,8.0,20.0,47.0,7.0503,0.0,197301,3263.749315419823
101,4.0,6.0,14.0,12.0,7.4035,0.0,39457,2068.3100411241853
102,9.0,28.0,7.0,20.0,7.0596,0.0,328477,4576.181503441605
103,7.0,15.0,14.0,27.0,6.5935,0.0,226246,4097.022483924136
104,2.0,8.0,22.0,31.0,6.8906,0.0,129565,0.0
105,8.0,15.0,30.0,22.0,6.284,0.0,221811,4687.202360705141
106,2.0,20.0,8.0,45.0,6.6238,0.0,457341,1503.4677701209728
107,8.0,18.0,6.0,20.0,6.6746,0.0,196313,4382.19110092286
108,6.0,28.0,26.0,10.0,6.3438,0.0,256849,4815.644285945492
109,3.0,25.0,23.0,25.0,6.2948,0.0,353326,4036.625972000458
110,2.0,7.0,30.0,6.0,6.8456,0.0,26805,0.0
111,4.0,28.0,12.0,4.0,6.6425,0.0,91137,3962.7658380376192
112,7.0,5.0,8.0,26.0,8.4825,0.0,67556,0.0
113,9.0,21.0,14.0,29.0,6.283,0.0,360542,4580.460619266353
114,8.0,30.0,23.0,46.0,6.4116,0.0,849861,5467.711272328782
115,4.0,18.0,7.0,24.0,6.6869,0.0,225877,2188.3794876436787
116,4.0,13.0,23.0,50.0,6.9995,0.0,343694,3859.200058512338
117,3.0,18.0,11.0,23.0,6.8262,0.0,218603,0.0
118,2.0,7.0,27.0,2.0,7.2172,0.0,12158,0.0
119,9.0,19.0,29.0,44.0,6.4213,0.0,513824,5384.955091973117
120,4.0,8.0,20.0,26.0,6.894,0.0,111593,1789.0280469693755
121,5.0,11.0,25.0,3.0,7.6436,0.0,34216,3368.314327339974
122,4.0,24.0,9.0,7.0,6.787,0.0,104109,3538.2194985145084
123,4.0,19.0,17.0,24.0,6.4515,0.0,253428,4040.4752128799228
124,9.0,9.0,8.0,39.0,7.4399,0.0,182986,2557.2045904074157
125,8.0,9.0,23.0,26.0,6.7172,0.0,134774,3514.543434538571
126,7.0,21.0,20.0,44.0,6.3198,0.0,524348,4995.509456357845
127,6.0,20.0,20.0,41.0,6.6723,0.0,458941,4845.958314466745
128,4.0,22.0,24.0,15.0,6.5453,0.0,210797,4366.958692298477
129,1.0,15.0,27.0,48.0,7.4156,0.0,369076,0.0
130,6.0,15.0,6.0,34.0,6.7485,0.0,264321,3801.8696152212897
131,3.0,13.0,24.0,10.0,6.7982,0.0,79592,0.0
132,7.0,23.0,14.0,46.0,6.552,0.0,580958,4659.679814901138
133,8.0,7.0,30.0,6.0,6.9034,0.0,35667,3041.612382206913
134,9.0,6.0,7.0,15.0,7.2376,0.0,48211,0.0
135,3.0,6.0,14.0,1.0,7.8984,0.0,5727,0.0
136,8.0,15.0,10.0,10.0,6.6475,0.0,94071,4279.817487129179
137,8.0,16.0,21.0,25.0,6.4463,0.0,244981,4520.277068941761
138,9.0,21.0,6.0,37.0,6.5198,0.0,413118,5002.517933845967
139,2.0,26.0,30.0,34.0,6.5661,0.0,478613,3449.7458900425804
140,10.0,7.0,28.0,28.0,6.9414,0.0,114899,5196.203594075796
141,4.0,14.0,22.0,39.0,6.6802,0.0,292933,3222.5470134275806
142,7.0,20.0,30.0,25.0,6.3503,0.0,334641,4890.520739609339
143,10.0,23.0,12.0,2.0,6.45,0.0,85923,5200.66922349924
144,1.0,28.0,10.0,20.0,7.8288,0.0,286029,0.0
145,9.0,23.0,13.0,22.0,6.3556,0.0,314644,4554.152239380627
146,2.0,20.0,13.0,20.0,6.7303,0.0,210841,-2538.2259858547704
147,7.0,17.0,30.0,25.0,6.4995,0.0,275340,4269.143403250193
148,1.0,10.0,25.0,9.0,8.1025,0.0,50191,0.0
149,4.0,14.0,28.0,22.0,6.6534,0.0,178801,3398.657876053905
150,1.0,6.0,20.0,27.0,8.125,0.0,83947,0.0
151,3.0,20.0,24.0,46.0,6.4585,0.0,489781,4086.846532042887
152,2.0,26.0,27.0,10.0,6.4856,0.0,162545,3026.9756729449446
153,6.0,18.0,6.0,40.0,6.8015,0.0,372789,0.0
154,8.0,17.0,19.0,4.0,6.7725,0.0,79114,4642.334401811787
155,2.0,20.0,29.0,10.0,6.6026,0.0,123441,3068.5900232598897
156,1.0,6.0,24.0,40.0,7.8554,0.0,123687,0.0
157,3.0,25.0,15.0,7.0,6.5779,0.0,113966,3723.9568048573647
158,9.0,25.0,16.0,13.0,6.3922,0.0,250986,5669.455584060095
159,7.0,30.0,29.0,50.0,6.6577,0.0,925211,5400.814324965576
160,8.0,8.0,6.0,40.0,7.8198,0.0,164513,2765.3068429866958
161,8.0,24.0,25.0,22.0,6.5827,0.0,377433,4794.444793586636
162,2.0,26.0,27.0,40.0,6.6095,0.0,553145,0.0
163,5.0,30.0,9.0,25.0,6.4762,0.0,413451,4253.098399026969
164,5.0,28.0,26.0,8.0,6.4596,0.0,208397,4865.43259220905
165,9.0,30.0,11.0,3.0,6.5436,0.0,131131,5282.431543921722
166,7.0,19.0,16.0,49.0,6.6946,0.0,507350,4883.007259303967
167,4.0,19.0,16.0,41.0,6.6017,0.0,413805,3213.175406349315
168,2.0,6.0,6.0,32.0,7.7197,0.0,97589,0.0
169,5.0,5.0,21.0,43.0,7.2097,0.0,112586,1685.9093057256396
170,10.0,23.0,11.0,15.0,6.4694,0.0,230462,4966.425809839388
171,2.0,29.0,25.0,50.0,6.5437,0.0,761584,3579.0007174347284
172,9.0,27.0,21.0,27.0,6.2924,0.0,499096,5497.3939242195365
173,9.0,14.0,8.0,10.0,6.8423,0.0,85111,0.0
174,7.0,23.0,18.0,6.0,6.3821,0.0,134694,4576.109211771025
175,2.0,18.0,7.0,7.0,6.9315,0.0,67965,0.0
176,7.0,29.0,9.0,47.0,6.6049,0.0,733278,5198.77134517335
177,1.0,30.0,19.0,28.0,7.2735,0.0,431991,0.0
178,7.0,5.0,20.0,21.0,7.0939,0.0,57956,2846.849521275437
179,5.0,7.0,16.0,5.0,7.1325,0.0,23012,3034.081380336636
180,2.0,16.0,27.0,2.0,6.7678,0.0,31625,0.0
181,6.0,16.0,10.0,1.0,6.8504,0.0,24117,3294.2076139761843
182,4.0,16.0,7.0,39.0,6.7931,0.0,320461,2928.878796608662
183,3.0,11.0,5.0,14.0,7.2742,0.0,79624,0.0
184,2.0,28.0,5.0,19.0,6.7752,0.0,273157,0.0
185,6.0,27.0,5.0,39.0,7.1026,0.0,548368,4332.262961100363
186,4.0,9.0,10.0,30.0,6.9058,0.0,139867,2518.517513225179
187,2.0,20.0,16.0,46.0,6.5364,0.0,473761,2674.792524731748
188,5.0,9.0,5.0,14.0,7.9322,0.0,65846,0.0
189,6.0,15.0,20.0,19.0,6.6917,0.0,171471,4085.3380493643253
190,5.0,22.0,25.0,21.0,6.4038,0.0,290931,4446.256990261479
191,3.0,23.0,7.0,7.0,6.7448,0.0,91336,0.0
192,9.0,23.0,14.0,11.0,6.5636,0.0,192616,5310.821730586388
193,7.0,9.0,9.0,15.0,7.3417,0.0,73858,2952.5438285943683
194,6.0,21.0,12.0,16.0,6.4018,0.0,199947,4176.06261252795
195,3.0,14.0,16.0,27.0,6.7189,0.0,200335,2404.079948736198
196,1.0,9.0,24.0,2.0,9.9452,0.0,13370,0.0
197,7.0,7.0,27.0,5.0,6.9207,0.0,29368,2699.1273155864633
198,3.0,18.0,14.0,36.0,6.7539,0.0,338887,3237.6820833468623
199,7.0,28.0,9.0,38.0,6.5258,0.0,580333,4950.999054364505
