idx,params_1,params_2,params_3,params_4,fitness_1,gen
0,7.0,29.0,18.0,3.0,7.3996,0.0
1,5.0,21.0,20.0,26.0,7.7801,0.0
2,5.0,20.0,16.0,38.0,7.6251,0.0
3,4.0,21.0,9.0,19.0,7.5306,0.0
4,3.0,29.0,8.0,40.0,6.9252,0.0
5,5.0,22.0,27.0,39.0,7.1222,0.0
6,3.0,14.0,8.0,47.0,8.1013,0.0
7,2.0,26.0,15.0,31.0,7.1956,0.0
8,9.0,8.0,16.0,28.0,8.844,0.0
9,6.0,24.0,25.0,14.0,7.6337,0.0
