idx,params_1,params_2,params_3,params_4,fitness_1,gen,train_params,archt_scores
37,7.0,6.0,8.0,10.0,8.019,0.0,32931,0
38,4.0,6.0,23.0,41.0,7.4224,0.0,129089,2600.781252658035
39,9.0,24.0,26.0,5.0,6.4128,0.0,192605,4293.461466159088
40,1.0,8.0,25.0,13.0,9.9266,0.0,56269,0
41,10.0,23.0,8.0,26.0,6.6191,0.0,341519,4586.77711144571
42,2.0,16.0,8.0,3.0,7.732,0.0,28701,0
43,10.0,5.0,11.0,12.0,7.8837,0.0,33866,0
44,2.0,20.0,11.0,47.0,6.815,0.0,479781,0
45,1.0,26.0,5.0,35.0,9.5328,0.0,458327,0
46,7.0,24.0,8.0,17.0,6.5926,0.0,235997,4276.613657038146
47,2.0,12.0,7.0,42.0,7.4799,0.0,255553,0
48,5.0,16.0,18.0,12.0,6.6241,0.0,120513,0
49,1.0,21.0,19.0,3.0,10.2419,0.0,39562,0
50,10.0,8.0,27.0,26.0,6.7074,0.0,124473,5376.364565373415
51,4.0,13.0,16.0,47.0,6.7397,0.0,318765,3634.8197648764185
52,8.0,23.0,10.0,45.0,6.5371,0.0,560215,4419.711502483939
53,4.0,29.0,6.0,44.0,6.6067,0.0,657615,3872.659059070783
54,3.0,10.0,15.0,34.0,6.9276,0.0,176711,0
55,5.0,8.0,24.0,29.0,6.8348,0.0,126605,3461.6370931794904
56,3.0,5.0,20.0,44.0,7.4638,0.0,113896,0
57,7.0,23.0,21.0,20.0,6.3994,0.0,306876,4505.162745275831
58,6.0,17.0,26.0,17.0,6.5465,0.0,191353,4438.424200663777
59,3.0,22.0,27.0,1.0,6.4268,0.0,49103,3629.5964981682664
60,8.0,28.0,7.0,22.0,6.6622,0.0,351001,5346.087904318424
61,1.0,22.0,13.0,9.0,10.0126,0.0,104923,0
62,4.0,29.0,20.0,23.0,6.3555,0.0,396137,4524.040584117029
63,10.0,14.0,26.0,23.0,6.6577,0.0,214745,5122.843357529548
64,10.0,25.0,24.0,9.0,6.4651,0.0,259931,5757.8017762986165
65,5.0,17.0,28.0,27.0,6.5865,0.0,272014,4199.212714802288
66,2.0,5.0,24.0,13.0,7.8614,0.0,35771,0
67,6.0,10.0,12.0,15.0,6.9689,0.0,83761,0
68,8.0,17.0,27.0,44.0,6.5603,0.0,438818,4876.998952968349
69,10.0,18.0,6.0,26.0,7.0279,0.0,254357,5722.302297068732
70,10.0,18.0,29.0,43.0,6.5336,0.0,483045,6028.56173080233
71,1.0,10.0,19.0,5.0,12.2147,0.0,28911,0
72,5.0,27.0,10.0,29.0,6.6984,0.0,426776,4124.405312128789
73,9.0,20.0,22.0,39.0,6.4848,0.0,470161,5243.8341762902855
74,1.0,6.0,20.0,21.0,10.2505,0.0,65827,0
75,5.0,19.0,6.0,27.0,6.7653,0.0,268080,2121.50846128799
76,4.0,22.0,25.0,6.0,6.4779,0.0,113509,4106.840549138258
77,3.0,5.0,17.0,44.0,8.0344,0.0,113446,0
78,7.0,15.0,5.0,14.0,7.5448,0.0,113636,0
79,1.0,27.0,29.0,1.0,10.7515,0.0,29208,0
80,9.0,24.0,8.0,13.0,6.7677,0.0,197181,4730.897393450336
81,2.0,24.0,25.0,13.0,6.5991,0.0,182709,0
82,5.0,13.0,27.0,12.0,6.6359,0.0,103578,3870.5327555132417
83,2.0,20.0,17.0,41.0,6.6465,0.0,424461,0
84,2.0,5.0,13.0,29.0,7.9496,0.0,74716,0
85,2.0,13.0,9.0,42.0,7.4789,0.0,277728,0
86,9.0,25.0,25.0,23.0,6.3926,0.0,425686,5655.448920469667
87,2.0,9.0,13.0,2.0,7.7516,0.0,12452,0
88,1.0,6.0,11.0,44.0,10.5025,0.0,134207,0
89,5.0,22.0,15.0,24.0,6.6002,0.0,300231,4728.8903923851885
90,10.0,6.0,28.0,45.0,7.4489,0.0,148393,4959.8414372426
91,10.0,25.0,20.0,46.0,6.3585,0.0,698671,5865.18411230566
92,8.0,25.0,18.0,24.0,6.3231,0.0,388431,5392.018809451149
93,9.0,10.0,11.0,25.0,7.308,0.0,136591,3499.431078747679
94,10.0,14.0,5.0,9.0,7.8213,0.0,73541,2826.6585347427385
95,3.0,13.0,15.0,22.0,6.7229,0.0,152450,2434.4837577278304
96,6.0,27.0,7.0,22.0,6.8742,0.0,326898,4688.496322159166
97,10.0,6.0,6.0,18.0,7.8278,0.0,57085,0
98,3.0,9.0,23.0,19.0,6.9786,0.0,93774,0
99,6.0,17.0,22.0,9.0,6.6981,0.0,116053,4185.619597902995
