idx,params_1,params_2,params_3,params_4,fitness_1,gen
0,7.0,29.0,18.0,3.0,6.4234,0.0
1,5.0,21.0,20.0,26.0,6.4899,0.0
2,5.0,20.0,16.0,38.0,7.2632,0.0
3,4.0,21.0,9.0,19.0,6.4197,0.0
4,3.0,29.0,8.0,40.0,6.1727,0.0
