idx,params_1,params_2,params_3,params_4,fitness_1,gen,train_params,archt_scores
47,2.0,12.0,7.0,42.0,7.3002,0.0,255553,0.0
48,5.0,16.0,18.0,12.0,6.748,0.0,120513,1089.45946932949
49,1.0,21.0,19.0,3.0,8.5373,0.0,39562,0.0
50,10.0,8.0,27.0,26.0,6.9312,0.0,124473,1202.0663026070592
51,4.0,13.0,16.0,47.0,6.6307,0.0,318765,1014.523823830611
52,8.0,23.0,10.0,45.0,6.5251,0.0,560215,1503.0336468616586
53,4.0,29.0,6.0,44.0,6.5288,0.0,657615,1233.336376697913
54,3.0,10.0,15.0,34.0,6.8126,0.0,176711,770.9626469158729
55,5.0,8.0,24.0,29.0,6.8489,0.0,126605,1071.261728609581
56,3.0,5.0,20.0,44.0,7.1907,0.0,113896,0.0
57,7.0,23.0,21.0,20.0,6.312,0.0,306876,1430.5190228958706
58,6.0,17.0,26.0,17.0,6.7188,0.0,191353,1264.6638788886676
59,3.0,22.0,27.0,1.0,6.4898,0.0,49103,1217.256904599204
60,8.0,28.0,7.0,22.0,6.5779,0.0,351001,1437.7838203452136
61,1.0,22.0,13.0,9.0,8.3267,0.0,104923,495.1802476636404
62,4.0,29.0,20.0,23.0,6.2363,0.0,396137,1251.6000184211825
63,10.0,14.0,26.0,23.0,6.5715,0.0,214745,1264.616675022795
64,10.0,25.0,24.0,9.0,6.5509,0.0,259931,1495.8250405067924
65,5.0,17.0,28.0,27.0,6.6534,0.0,272014,1271.8208416045816
66,2.0,5.0,24.0,13.0,7.4789,0.0,35771,0.0
67,6.0,10.0,12.0,15.0,6.9453,0.0,83761,1153.1028874753845
68,8.0,17.0,27.0,44.0,6.5336,0.0,438818,1386.5368786216732
69,10.0,18.0,6.0,26.0,6.7509,0.0,254357,1170.2448692712146
70,10.0,18.0,29.0,43.0,6.4479,0.0,483045,1436.2357619278348
71,1.0,10.0,19.0,5.0,9.1107,0.0,28911,0.0
72,5.0,27.0,10.0,29.0,7.0782,0.0,426776,1334.7724079482498
73,9.0,20.0,22.0,39.0,6.4338,0.0,470161,1494.6184544731318
74,1.0,6.0,20.0,21.0,8.3723,0.0,65827,0.0
75,5.0,19.0,6.0,27.0,6.8456,0.0,268080,1133.293282699761
76,4.0,22.0,25.0,6.0,6.6385,0.0,113509,1311.354097322911
77,3.0,5.0,17.0,44.0,7.4559,0.0,113446,489.1649588301149
78,7.0,15.0,5.0,14.0,7.0415,0.0,113636,1105.9505509298374
79,1.0,27.0,29.0,1.0,8.4853,0.0,29208,836.7745017077013
80,9.0,24.0,8.0,13.0,6.6575,0.0,197181,1411.2957724137793
81,2.0,24.0,25.0,13.0,6.6061,0.0,182709,1017.0884922054412
82,5.0,13.0,27.0,12.0,6.5827,0.0,103578,1103.275037748795
83,2.0,20.0,17.0,41.0,6.5394,0.0,424461,922.2244135294457
84,2.0,5.0,13.0,29.0,7.6281,0.0,74716,553.9470066020107
85,2.0,13.0,9.0,42.0,6.9126,0.0,277728,818.2904747638521
86,9.0,25.0,25.0,23.0,6.3307,0.0,425686,1514.6050188388317
87,2.0,9.0,13.0,2.0,7.0657,0.0,12452,0.0
88,1.0,6.0,11.0,44.0,8.688,0.0,134207,0.0
89,5.0,22.0,15.0,24.0,6.9334,0.0,300231,1266.1020013503644
90,10.0,6.0,28.0,45.0,7.1876,0.0,148393,1341.6395591492399
91,10.0,25.0,20.0,46.0,6.388,0.0,698671,1574.5345739498737
92,8.0,25.0,18.0,24.0,6.4767,0.0,388431,1470.6956107090455
93,9.0,10.0,11.0,25.0,7.1589,0.0,136591,1307.8942646869843
94,10.0,14.0,5.0,9.0,7.4436,0.0,73541,1171.043403181976
95,3.0,13.0,15.0,22.0,6.7611,0.0,152450,837.048759455872
96,6.0,27.0,7.0,22.0,6.8734,0.0,326898,1379.5252000200821
97,10.0,6.0,6.0,18.0,7.5263,0.0,57085,0.0
98,3.0,9.0,23.0,19.0,6.7589,0.0,93774,619.3728271817153
99,6.0,17.0,22.0,9.0,6.758,0.0,116053,1268.7962360877698
100,5.0,8.0,20.0,47.0,7.0503,0.0,197301,1065.5879503814149
101,4.0,6.0,14.0,12.0,7.4035,0.0,39457,966.6500762267906
102,9.0,28.0,7.0,20.0,7.0596,0.0,328477,1353.3589236352818
103,7.0,15.0,14.0,27.0,6.5935,0.0,226246,1233.5502675254252
104,2.0,8.0,22.0,31.0,6.8906,0.0,129565,773.0939470854576
105,8.0,15.0,30.0,22.0,6.284,0.0,221811,1348.5656804274768
106,2.0,20.0,8.0,45.0,6.6238,0.0,457341,919.131944938577
107,8.0,18.0,6.0,20.0,6.6746,0.0,196313,1305.7720674965801
108,6.0,28.0,26.0,10.0,6.3438,0.0,256849,1371.4531786564967
109,3.0,25.0,23.0,25.0,6.2948,0.0,353326,1212.8797092911348
110,2.0,7.0,30.0,6.0,6.8456,0.0,26805,0.0
111,4.0,28.0,12.0,4.0,6.6425,0.0,91137,1214.5951530246202
112,7.0,5.0,8.0,26.0,8.4825,0.0,67556,996.4325031926479
113,9.0,21.0,14.0,29.0,6.283,0.0,360542,1331.2721865363799
114,8.0,30.0,23.0,46.0,6.4116,0.0,849861,1509.2830437772736
115,4.0,18.0,7.0,24.0,6.6869,0.0,225877,956.192727669671
116,4.0,13.0,23.0,50.0,6.9995,0.0,343694,1178.6251246722925
117,3.0,18.0,11.0,23.0,6.8262,0.0,218603,913.3341254816233
118,2.0,7.0,27.0,2.0,7.2172,0.0,12158,636.3637040963587
119,9.0,19.0,29.0,44.0,6.4213,0.0,513824,1495.1205753920271
120,4.0,8.0,20.0,26.0,6.894,0.0,111593,869.902227320256
121,5.0,11.0,25.0,3.0,7.6436,0.0,34216,1083.7848023817405
122,4.0,24.0,9.0,7.0,6.787,0.0,104109,1140.031612339236
123,4.0,19.0,17.0,24.0,6.4515,0.0,253428,1221.410684556243
124,9.0,9.0,8.0,39.0,7.4399,0.0,182986,1023.0345230282743
125,8.0,9.0,23.0,26.0,6.7172,0.0,134774,1114.477041402104
126,7.0,21.0,20.0,44.0,6.3198,0.0,524348,1415.2467983172783
127,6.0,20.0,20.0,41.0,6.6723,0.0,458941,1375.0217917857244
128,4.0,22.0,24.0,15.0,6.5453,0.0,210797,1280.6662652979285
129,1.0,15.0,27.0,48.0,7.4156,0.0,369076,765.9161507510617
130,6.0,15.0,6.0,34.0,6.7485,0.0,264321,1200.6978886066263
131,3.0,13.0,24.0,10.0,6.7982,0.0,79592,954.7355197149507
132,7.0,23.0,14.0,46.0,6.552,0.0,580958,1343.6500033511018
133,8.0,7.0,30.0,6.0,6.9034,0.0,35667,1065.1268192175137
134,9.0,6.0,7.0,15.0,7.2376,0.0,48211,0.0
135,3.0,6.0,14.0,1.0,7.8984,0.0,5727,109.72551081496295
136,8.0,15.0,10.0,10.0,6.6475,0.0,94071,1261.4142161262323
137,8.0,16.0,21.0,25.0,6.4463,0.0,244981,1321.860451911348
138,9.0,21.0,6.0,37.0,6.5198,0.0,413118,1430.6485306002187
139,2.0,26.0,30.0,34.0,6.5661,0.0,478613,1110.6499456894146
140,10.0,7.0,28.0,28.0,6.9414,0.0,114899,1459.4860976532739
141,4.0,14.0,22.0,39.0,6.6802,0.0,292933,1063.7331390360644
142,7.0,20.0,30.0,25.0,6.3503,0.0,334641,1388.7840851624474
143,10.0,23.0,12.0,2.0,6.45,0.0,85923,1465.0436463362892
144,1.0,28.0,10.0,20.0,7.8288,0.0,286029,0.0
145,9.0,23.0,13.0,22.0,6.3556,0.0,314644,1331.7628394117025
146,2.0,20.0,13.0,20.0,6.7303,0.0,210841,781.5187859589444
147,7.0,17.0,30.0,25.0,6.4995,0.0,275340,1254.073591113941
148,1.0,10.0,25.0,9.0,8.1025,0.0,50191,0.0
149,4.0,14.0,28.0,22.0,6.6534,0.0,178801,1078.6243646277692
150,1.0,6.0,20.0,27.0,8.125,0.0,83947,0.0
151,3.0,20.0,24.0,46.0,6.4585,0.0,489781,1221.8759071473019
152,2.0,26.0,27.0,10.0,6.4856,0.0,162545,1026.9801743976195
153,6.0,18.0,6.0,40.0,6.8015,0.0,372789,817.6030086668706
154,8.0,17.0,19.0,4.0,6.7725,0.0,79114,1332.1613823598998
155,2.0,20.0,29.0,10.0,6.6026,0.0,123441,1032.9370386593591
156,1.0,6.0,24.0,40.0,7.8554,0.0,123687,0.0
157,3.0,25.0,15.0,7.0,6.5779,0.0,113966,1166.303992167796
158,9.0,25.0,16.0,13.0,6.3922,0.0,250986,1572.3070143245611
159,7.0,30.0,29.0,50.0,6.6577,0.0,925211,1500.529978744088
160,8.0,8.0,6.0,40.0,7.8198,0.0,164513,1018.7479128561833
161,8.0,24.0,25.0,22.0,6.5827,0.0,377433,1361.1706647460633
162,2.0,26.0,27.0,40.0,6.6095,0.0,553145,1149.7639845444828
163,5.0,30.0,9.0,25.0,6.4762,0.0,413451,1289.6484058386013
164,5.0,28.0,26.0,8.0,6.4596,0.0,208397,1391.4361817669267
165,9.0,30.0,11.0,3.0,6.5436,0.0,131131,1482.4191248978618
166,7.0,19.0,16.0,49.0,6.6946,0.0,507350,1394.8942682205795
167,4.0,19.0,16.0,41.0,6.6017,0.0,413805,1080.0201894948668
168,2.0,6.0,6.0,32.0,7.7197,0.0,97589,0.0
169,5.0,5.0,21.0,43.0,7.2097,0.0,112586,906.4403203938627
170,10.0,23.0,11.0,15.0,6.4694,0.0,230462,1413.4605198604106
171,2.0,29.0,25.0,50.0,6.5437,0.0,761584,1146.4552777549688
172,9.0,27.0,21.0,27.0,6.2924,0.0,499096,1533.073926219173
173,9.0,14.0,8.0,10.0,6.8423,0.0,85111,1141.9369456544891
174,7.0,23.0,18.0,6.0,6.3821,0.0,134694,1329.7384573106108
175,2.0,18.0,7.0,7.0,6.9315,0.0,67965,0.0
176,7.0,29.0,9.0,47.0,6.6049,0.0,733278,1492.5347611381042
177,1.0,30.0,19.0,28.0,7.2735,0.0,431991,826.4106441718485
178,7.0,5.0,20.0,21.0,7.0939,0.0,57956,1046.3097958119604
179,5.0,7.0,16.0,5.0,7.1325,0.0,23012,1063.4174445965868
180,2.0,16.0,27.0,2.0,6.7678,0.0,31625,854.9299222364099
181,6.0,16.0,10.0,1.0,6.8504,0.0,24117,1088.306481252077
182,4.0,16.0,7.0,39.0,6.7931,0.0,320461,1035.5680696503814
183,3.0,11.0,5.0,14.0,7.2742,0.0,79624,643.7237874446729
184,2.0,28.0,5.0,19.0,6.7752,0.0,273157,739.9333903784707
185,6.0,27.0,5.0,39.0,7.1026,0.0,548368,1313.4573418568225
186,4.0,9.0,10.0,30.0,6.9058,0.0,139867,991.2626763449283
187,2.0,20.0,16.0,46.0,6.5364,0.0,473761,1004.8784046038222
188,5.0,9.0,5.0,14.0,7.9322,0.0,65846,748.889762858461
189,6.0,15.0,20.0,19.0,6.6917,0.0,171471,1221.316611577884
190,5.0,22.0,25.0,21.0,6.4038,0.0,290931,1293.0206261808448
191,3.0,23.0,7.0,7.0,6.7448,0.0,91336,1016.4959742783548
192,9.0,23.0,14.0,11.0,6.5636,0.0,192616,1477.0369158189712
193,7.0,9.0,9.0,15.0,7.3417,0.0,73858,977.9851743300532
194,6.0,21.0,12.0,16.0,6.4018,0.0,199947,1245.6445699641163
195,3.0,14.0,16.0,27.0,6.7189,0.0,200335,969.5262548287257
196,1.0,9.0,24.0,2.0,9.9452,0.0,13370,0.0
197,7.0,7.0,27.0,5.0,6.9207,0.0,29368,974.8132557910353
198,3.0,18.0,14.0,36.0,6.7539,0.0,338887,1082.9692791133657
199,7.0,28.0,9.0,38.0,6.5258,0.0,580333,1420.2578013328298
